supplier,supplierCode,sku,sourceUid,title,slug,sourceUrl,mainImageUrl,reason,category,seoMode,rrp
MPI Automotive,mpi,PP-0125-NPT-B50,MPI_PP-0125-NPT-B50,"Taper Plug 1/8in NPT Thread To Suit FEPYRO-0125, Pack of 50",pp-0125-npt-b50-taper-plug-1-8in-npt-thread-to-suit-fepyro-0125-pack-of-50,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,124.38
MPI Automotive,mpi,PP-0125-NPT-B20,MPI_PP-0125-NPT-B20,"Taper Plug 1/8in NPT Thread To Suit FEPYRO-0125, Pack of 20",pp-0125-npt-b20-taper-plug-1-8in-npt-thread-to-suit-fepyro-0125-pack-of-20,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,54.73
MPI Automotive,mpi,PP-0125-NPT-B10,MPI_PP-0125-NPT-B10,"Taper Plug 1/8in NPT Thread To Suit FEPYRO-0125, Pack of 10",pp-0125-npt-b10-taper-plug-1-8in-npt-thread-to-suit-fepyro-0125-pack-of-10,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,28.61
MPI Automotive,mpi,UNR017-B50,MPI_UNR017-B50,"Universal Round Rubber to Suit Flat Bar, Pack of 50",unr017-b50-universal-round-rubber-to-suit-flat-bar-pack-of-50,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,fasteners-fittings,standard,133.27
MPI Automotive,mpi,UNR017-B20,MPI_UNR017-B20,"Universal Round Rubber to Suit Flat Bar, Pack of 20",unr017-b20-universal-round-rubber-to-suit-flat-bar-pack-of-20,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,fasteners-fittings,standard,58.64
MPI Automotive,mpi,UNR017-B10,MPI_UNR017-B10,"Universal Round Rubber to Suit Flat Bar, Pack of 10",unr017-b10-universal-round-rubber-to-suit-flat-bar-pack-of-10,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,fasteners-fittings,standard,30.66
MPI Automotive,mpi,SSMBE308-EXT500,MPI_SSMBE308-EXT500,Landcruiser VDJ79 V8 Dual Cab 3in 500mm Chassis Extension Pipe,ssmbe308-ext500-landcruiser-vdj79-v8-dual-cab-3in-500mm-chassis-extension-pipe,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,354.78
MPI Automotive,mpi,SSB35065,MPI_SSB35065,3 1/2in (88.9mm) 65deg Std Leg 304g Stainless Mandrel Bend,ssb35065-3-1-2in-88-9mm-65deg-std-leg-304g-stainless-mandrel-bend,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,fasteners-fittings,standard,84.55
MPI Automotive,mpi,P1034MNWOM,MPI_P1034MNWOM,"16in (400mm) Long, 4in straight pipe muffler replacement to suit Manta F250 system - Aluminised Stee",p1034mnwom-16in-400mm-long-4in-straight-pipe-muffler-replacement-to-suit-manta-f250-system-aluminised-stee,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,278.94
MPI Automotive,mpi,FE159-10,MPI_FE159-10,"Mitsubishi Turbo 3 Bolt, 10mm Flange, 63.8mm Centre Hole ,79.58mm Bolt Centres, 11mm Bolt Holes",fe159-10-mitsubishi-turbo-3-bolt-10mm-flange-63-8mm-centre-hole-79-58mm-bolt-centres-11mm-bolt-holes,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,fasteners-fittings,standard,36.39
MPI Automotive,mpi,FDG018,MPI_FDG018,"Single Taper Dome Ring Gasket. 54ID x 69OD x 18mmH Suit Mitsubishi, Mazda,Nissan,Suzuki",fdg018-single-taper-dome-ring-gasket-54id-x-69od-x-18mmh-suit-mitsubishi-mazda-nissan-suzuki,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,fasteners-fittings,standard,10.09
MPI Automotive,mpi,HOLS128SFGTS,MPI_HOLS128SFGTS,VE VF 2.5in Sedan Centre Muffler - To suit LSA Diff,hols128sfgts-ve-vf-2-5in-sedan-centre-muffler-to-suit-lsa-diff,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,1357.72
MPI Automotive,mpi,HOLS128SR-VFHSV-EV,MPI_HOLS128SR-VFHSV-EV,VF HSV Sedan 2.5in Rear Mufflers (pair) with Electric Bimodal Valves,hols128sr-vfhsv-ev-vf-hsv-sedan-2-5in-rear-mufflers-pair-with-electric-bimodal-valves,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,2217.27
MPI Automotive,mpi,YP82VEL-300,MPI_YP82VEL-300,"76.2mm ID (3"") Flared Inlet, Twin 3 1/4in Round Outlet,10.5in Long, LHS Double Angle Cut, Inner Cone",yp82vel-300-76-2mm-id-3-flared-inlet-twin-3-1-4in-round-outlet-10-5in-long-lhs-double-angle-cut-inner-cone,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,110.39
MPI Automotive,mpi,YP82VER-300,MPI_YP82VER-300,"76.2mm ID (3"") Flared Inlet, Twin 3 1/4in Round Outlet,10.5in Long, RHS Double Angle Cut, Inner Cone",yp82ver-300-76-2mm-id-3-flared-inlet-twin-3-1-4in-round-outlet-10-5in-long-rhs-double-angle-cut-inner-cone,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,110.39
MPI Automotive,mpi,SSMBM238MF-B,MPI_SSMBM238MF-B,TOYOTA LANDCRUISER 300 SERIES V6 3in REAR MUFFLER WITH 4in BLACK TIP,ssmbm238mf-b-toyota-landcruiser-300-series-v6-3in-rear-muffler-with-4in-black-tip,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,854.70
MPI Automotive,mpi,HOLS128UR-3VFHSV-EV,MPI_HOLS128UR-3VFHSV-EV,VF HSV Maloo Ute 3in Rear Mufflers E/Valve,hols128ur-3vfhsv-ev-vf-hsv-maloo-ute-3in-rear-mufflers-e-valve,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,2217.27
MPI Automotive,mpi,C21L,MPI_C21L,"Universal - Holden, Ford, Valiant Connecting Pipe L/Hand",c21l-universal-holden-ford-valiant-connecting-pipe-l-hand,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,217.64
MPI Automotive,mpi,C21L225,MPI_C21L225,"Universal - Holden, Ford, Valiant Connecting Pipe L/H 2 1/4in",c21l225-universal-holden-ford-valiant-connecting-pipe-l-h-2-1-4in,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,217.64
MPI Automotive,mpi,C21R,MPI_C21R,"Universal - Holden, Ford, Valiant Connecting Pipe R/Hand",c21r-universal-holden-ford-valiant-connecting-pipe-r-hand,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,217.64
MPI Automotive,mpi,C21R225,MPI_C21R225,"Universal - Holden, Ford, Valiant Connecting Pipe R/H 2 1/4in",c21r225-universal-holden-ford-valiant-connecting-pipe-r-h-2-1-4in,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,217.65
MPI Automotive,mpi,C56L,MPI_C56L,Holden HQ - WB V8 P/VAN Ute L/H 2in Connecting Pipe,c56l-holden-hq-wb-v8-p-van-ute-l-h-2in-connecting-pipe,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,217.64
MPI Automotive,mpi,C56L225,MPI_C56L225,Holden HQ - WB V8 P/VAN Ute L/H 2 1/4in Connecting Pipe,c56l225-holden-hq-wb-v8-p-van-ute-l-h-2-1-4in-connecting-pipe,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,217.65
MPI Automotive,mpi,C56R,MPI_C56R,Holden HQ - WB V8 P/VAN Ute R/H 2in Connecting Pipe,c56r-holden-hq-wb-v8-p-van-ute-r-h-2in-connecting-pipe,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,217.64
MPI Automotive,mpi,C56R225,MPI_C56R225,Holden HQ - WB V8 P/VAN Ute R/H 2 1/4in Connecting Pipe,c56r225-holden-hq-wb-v8-p-van-ute-r-h-2-1-4in-connecting-pipe,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,217.65
MPI Automotive,mpi,DP300LSS,MPI_DP300LSS,"2 7/8in (74mm) Inlet, 3in (76mm) Outlet, 9in (228mm) Length, Dump Tip, Stainless Steel",dp300lss-2-7-8in-74mm-inlet-3in-76mm-outlet-9in-228mm-length-dump-tip-stainless-steel,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,90.16
MPI Automotive,mpi,FX-RDF400,MPI_FX-RDF400,4in 3 Bolt Collector Flange Plate. 108mm Bolt Centres,fx-rdf400-4in-3-bolt-collector-flange-plate-108mm-bolt-centres,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,fasteners-fittings,standard,25.59
MPI Automotive,mpi,HUMS-79M,MPI_HUMS-79M,"VF SDN, Wagon V8 6.0L HSV & SS 3in Dual Centre Hot Dogs",hums-79m-vf-sdn-wagon-v8-6-0l-hsv-and-ss-3in-dual-centre-hot-dogs,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,1323.60
MPI Automotive,mpi,MBC441,MPI_MBC441,FORD TERRITORY 4.0L 6CYL 2.5in CAT ASSEMBLY,mbc441-ford-territory-4-0l-6cyl-2-5in-cat-assembly,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,768.50
MPI Automotive,mpi,MBC554,MPI_MBC554,Navara D22 3.0L TD 2 1/2in Dump Pipe includes High Flow Cat,mbc554-navara-d22-3-0l-td-2-1-2in-dump-pipe-includes-high-flow-cat,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,618.42
MPI Automotive,mpi,MBE537,MPI_MBE537,F350 7.3L/6.0L V8 T.D. 4in Connecting Pipe,mbe537-f350-7-3l-6-0l-v8-t-d-4in-connecting-pipe,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,316.71
MPI Automotive,mpi,MBE538,MPI_MBE538,F350 7.3L/6.0L V8 T.D. 4in Connecting Pipe (Long Spacer),mbe538-f350-7-3l-6-0l-v8-t-d-4in-connecting-pipe-long-spacer,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,172.61
MPI Automotive,mpi,MBM170WOM,MPI_MBM170WOM,Commodore VT - VZ Sedan V8 Dual 2 1/2in Centre W/out Mufflers Recommend for Manual,mbm170wom-commodore-vt-vz-sedan-v8-dual-2-1-2in-centre-w-out-mufflers-recommend-for-manual,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,505.84
MPI Automotive,mpi,MBM231MF,MPI_MBM231MF,"Fairlane NA, NC 6CYL & V8 2 1/2in R/M (Single Outlet)",mbm231mf-fairlane-na-nc-6cyl-and-v8-2-1-2in-r-m-single-outlet,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,367.74
MPI Automotive,mpi,MBM231PHD,MPI_MBM231PHD,"Fairlane NA, NC 6CYL & V8 2 1/2in R/Hotdog(Single Outlet)",mbm231phd-fairlane-na-nc-6cyl-and-v8-2-1-2in-r-hotdog-single-outlet,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,346.50
MPI Automotive,mpi,MBM269WOM,MPI_MBM269WOM,Commodore VT - VZ Ute - Wagon V8 W/out Centre Muffler,mbm269wom-commodore-vt-vz-ute-wagon-v8-w-out-centre-muffler,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,600.39
MPI Automotive,mpi,MBM368PHD,MPI_MBM368PHD,BA - BF XR6 Turbo/XR8 Ute 3in Centre Hotdog,mbm368phd-ba-bf-xr6-turbo-xr8-ute-3in-centre-hotdog,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,408.27
MPI Automotive,mpi,MBM370MF,MPI_MBM370MF,"Ford Falcon BA - BF - FG V8 Ute, 1 ton 2 1/2in Dual Rear Muffler",mbm370mf-ford-falcon-ba-bf-fg-v8-ute-1-ton-2-1-2in-dual-rear-muffler,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,720.48
MPI Automotive,mpi,MBM380PHD,MPI_MBM380PHD,Holden VZ 6.0L V8 Crewman Ute 2 1/2in Dual Centre Hot Dogs,mbm380phd-holden-vz-6-0l-v8-crewman-ute-2-1-2in-dual-centre-hot-dogs,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,702.46
MPI Automotive,mpi,MBM425MF,MPI_MBM425MF,"VZ V6 Crewman, 1 ton Single 3in into 2 1/4in Dual Centre Muffler",mbm425mf-vz-v6-crewman-1-ton-single-3in-into-2-1-4in-dual-centre-muffler,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,843.56
MPI Automotive,mpi,MBM462WOM,MPI_MBM462WOM,Commodore VN - VS V8 Sedan 3in Centre Pipe Without Muffler,mbm462wom-commodore-vn-vs-v8-sedan-3in-centre-pipe-without-muffler,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,351.23
MPI Automotive,mpi,MBM466WOM,MPI_MBM466WOM,Commodore VP - VS V8 Sedan IRS 3in Centre Pipe W/out Muffler,mbm466wom-commodore-vp-vs-v8-sedan-irs-3in-centre-pipe-w-out-muffler,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,355.73
MPI Automotive,mpi,MBM482MF,MPI_MBM482MF,Holden VE HSV Senator V8 6.0L 3in Dual R/Mufflers,mbm482mf-holden-ve-hsv-senator-v8-6-0l-3in-dual-r-mufflers,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,1200.79
MPI Automotive,mpi,MBM491PHD,MPI_MBM491PHD,"VE SDN, Wagon V8 6.0L HSV & SS 2 1/2in Dual Rear Hotdogs",mbm491phd-ve-sdn-wagon-v8-6-0l-hsv-and-ss-2-1-2in-dual-rear-hotdogs,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,900.60
MPI Automotive,mpi,MBM495PHD,MPI_MBM495PHD,VE SS+Maloo Ute V8 6.0L 2.5in Dual Rear Hotdogs,mbm495phd-ve-ss-maloo-ute-v8-6-0l-2-5in-dual-rear-hotdogs,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,983.15
MPI Automotive,mpi,MBM564MF-DPFBACK,MPI_MBM564MF-DPFBACK,Landcruiser VDJ200 2016 V8 4.5L 3in Centre Muffler to Fit up to Standard DPF,mbm564mf-dpfback-landcruiser-vdj200-2016-v8-4-5l-3in-centre-muffler-to-fit-up-to-standard-dpf,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,839.05
MPI Automotive,mpi,MBM741WOM,MPI_MBM741WOM,VE-VF Sedan/Wagon V8 HSV & SS 2 1/2in Dual Centre Without Mufflers,mbm741wom-ve-vf-sedan-wagon-v8-hsv-and-ss-2-1-2in-dual-centre-without-mufflers,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,mufflers-resonators,rich,646.93
MPI Automotive,mpi,MBT240-NOTIP,MPI_MBT240-NOTIP,Commodore VU-VZ V8 Ute 2 1/2in L.H.S. Tailpipe (W/out Tip),mbt240-notip-commodore-vu-vz-v8-ute-2-1-2in-l-h-s-tailpipe-w-out-tip,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,238.66
MPI Automotive,mpi,MBT241-NOTIP,MPI_MBT241-NOTIP,Commodore VU-VZ V8 Ute 2 1/2in R.H.S. Tailpipe (W/out Tip),mbt241-notip-commodore-vu-vz-v8-ute-2-1-2in-r-h-s-tailpipe-w-out-tip,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,238.66
MPI Automotive,mpi,MBT259,MPI_MBT259,Landcruiser VDJ79 3in L.H. Side Exit Tail With 4in Tip,mbt259-landcruiser-vdj79-3in-l-h-side-exit-tail-with-4in-tip,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,390.25
MPI Automotive,mpi,MBT260,MPI_MBT260,Landcruiser VDJ79 3in R.H. Side Exit Tail With 4in Tip,mbt260-landcruiser-vdj79-3in-r-h-side-exit-tail-with-4in-tip,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,390.25
MPI Automotive,mpi,MBT369,MPI_MBT369,BA - BF XR6 Turbo/XR8 Ute 3in Rear Tail Pipe,mbt369-ba-bf-xr6-turbo-xr8-ute-3in-rear-tail-pipe,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,285.19
MPI Automotive,mpi,MBT402,MPI_MBT402,Holden VY - VZ Maloo Left Hand Side 2 1/2in Tail Pipe,mbt402-holden-vy-vz-maloo-left-hand-side-2-1-2in-tail-pipe,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,295.69
MPI Automotive,mpi,MBT403,MPI_MBT403,Holden VY - VZ Maloo Right Hand Side 2 1/2in Tail Pipe,mbt403-holden-vy-vz-maloo-right-hand-side-2-1-2in-tail-pipe,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,295.69
MPI Automotive,mpi,MBT407,MPI_MBT407,VZ Monaro 2 1/2in Tail Pipe Left Hand Side 4in Round Tip,mbt407-vz-monaro-2-1-2in-tail-pipe-left-hand-side-4in-round-tip,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,348.23
MPI Automotive,mpi,MBT408,MPI_MBT408,VZ Monaro 2 1/2in Tail Pipe Right Hand Side 4in Round Tip,mbt408-vz-monaro-2-1-2in-tail-pipe-right-hand-side-4in-round-tip,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,348.23
MPI Automotive,mpi,MBT409,MPI_MBT409,VZ Gto 2 1/2in Tailpipe Left Hand Side Twin Tips,mbt409-vz-gto-2-1-2in-tailpipe-left-hand-side-twin-tips,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,382.76
MPI Automotive,mpi,MBT410,MPI_MBT410,VZ Gto 2 1/2in Tail Pipe Right Hand Side Twin Tips,mbt410-vz-gto-2-1-2in-tail-pipe-right-hand-side-twin-tips,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,382.76
MPI Automotive,mpi,MBT457,MPI_MBT457,Holden V2 Monaro CV8/GTO Coupe Twin 3in Tail Pipe Assembly,mbt457-holden-v2-monaro-cv8-gto-coupe-twin-3in-tail-pipe-assembly,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,600.39
MPI Automotive,mpi,MBT491-E2,MPI_MBT491-E2,VE SDN V8 6.2L E2 HSV 2.5in Dual Tail Pipe,mbt491-e2-ve-sdn-v8-6-2l-e2-hsv-2-5in-dual-tail-pipe,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,exhaust-pipes-tips,rich,900.60
MPI Automotive,mpi,SB30060,MPI_SB30060,3in (76.2mm) 60deg Mild Steel Mandrel Bend,sb30060-3in-76-2mm-60deg-mild-steel-mandrel-bend,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,fasteners-fittings,standard,33.00
MPI Automotive,mpi,SSB4-20030-B10,MPI_SSB4-20030-B10,(Pack 10) 2in (50.8mm) 30deg Std Leg 409g Stainless Mandrel Bend,ssb4-20030-b10-pack-10-2in-50-8mm-30deg-std-leg-409g-stainless-mandrel-bend,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,fasteners-fittings,standard,195.46
MPI Automotive,mpi,SSB4-20030-B5,MPI_SSB4-20030-B5,(Pack 5) 2in (50.8mm) 30deg Std Leg 409g Stainless Mandrel Bend,ssb4-20030-b5-pack-5-2in-50-8mm-30deg-std-leg-409g-stainless-mandrel-bend,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,fasteners-fittings,standard,106.61
MPI Automotive,mpi,SSB4-20060-B10,MPI_SSB4-20060-B10,(Pack 10) 2in (50.8mm) 60deg Std Leg 409g Stainless Mandrel Bend,ssb4-20060-b10-pack-10-2in-50-8mm-60deg-std-leg-409g-stainless-mandrel-bend,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,fasteners-fittings,standard,222.11
MPI Automotive,mpi,SSB4-20060-B5,MPI_SSB4-20060-B5,(Pack 5) 2in (50.8mm) 60deg Std Leg 409g Stainless Mandrel Bend,ssb4-20060-b5-pack-5-2in-50-8mm-60deg-std-leg-409g-stainless-mandrel-bend,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,fasteners-fittings,standard,115.50
MPI Automotive,mpi,SSB4-25030-B10,MPI_SSB4-25030-B10,(Pack 10) 2.5in (63.5mm) 30deg Std Leg 409g Stainless Mandrel Bend,ssb4-25030-b10-pack-10-2-5in-63-5mm-30deg-std-leg-409g-stainless-mandrel-bend,mpiautomotive.com,https://www.mpiautomotive.com/media/catalog/product/placeholder/default/DEFAULT-IMAGE-01.jpg,No matched ZIP image candidate or usable remote image URL,fasteners-fittings,standard,222.11
